tick,open,high,low,close
1,20.0,20.01,20.0,20.0
2,20.0,20.0,19.72,19.72
3,19.72,20.01,19.72,19.98
4,19.98,20.01,19.98,19.98
5,19.98,19.98,19.66,19.66
6,19.66,19.69,19.66,19.69
7,19.69,19.69,19.62,19.62
8,19.62,19.62,19.61,19.61
9,19.61,19.83,19.61,19.83
10,19.83,20.17,19.83,20.15
11,20.15,20.15,19.77,19.77
12,19.77,19.96,19.77,19.96
13,19.96,19.96,19.82,19.82
14,19.82,20.36,19.82,20.34
15,20.34,20.6,20.34,20.6
16,20.6,20.6,20.28,20.31
17,20.31,20.35,20.31,20.31
18,20.31,20.31,20.07,20.07
19,20.07,20.22,20.07,20.19
20,20.19,20.29,20.19,20.29
21,20.29,20.29,20.11,20.11
22,20.11,20.11,20.0,20.0
23,20.0,20.22,20.0,20.21
24,20.21,20.32,20.21,20.32
25,20.32,20.43,20.32,20.43
26,20.43,20.43,20.37,20.4
27,20.4,20.4,19.7,19.73
28,19.73,19.73,19.69,19.69
29,19.69,19.69,19.5,19.51
30,19.51,19.73,19.51,19.73
31,19.73,19.98,19.73,19.98
32,19.98,20.38,19.98,20.34
33,20.34,20.38,20.34,20.37
34,20.37,20.53,20.37,20.53
35,20.53,20.53,20.23,20.26
36,20.26,20.29,20.26,20.26
37,20.26,20.26,20.08,20.08
38,20.08,20.08,19.89,19.89
39,19.89,20.12,19.89,20.12
40,20.12,20.12,19.74,19.74
41,19.74,19.74,19.66,19.66
42,19.66,19.66,19.23,19.23
43,19.23,19.34,19.23,19.31
44,19.31,19.31,19.23,19.23
45,19.23,19.36,19.23,19.33
46,19.33,19.33,18.92,18.95
47,18.95,18.97,18.94,18.94
48,18.94,18.94,18.62,18.62
49,18.62,18.76,18.62,18.75
50,18.75,18.98,18.75,18.96
51,18.96,19.01,18.96,19.01
52,19.01,19.01,18.84,18.84
53,18.84,18.84,18.75,18.75
54,18.75,18.81,18.75,18.81
55,18.81,19.03,18.81,19.01
56,19.01,19.34,19.01,19.34
57,19.34,19.34,19.01,19.01
58,19.01,19.01,18.92,18.95
59,18.95,19.26,18.95,19.26
60,19.26,19.3,19.26,19.3
61,19.3,19.3,19.19,19.19
62,19.19,19.19,19.02,19.02
63,19.02,19.12,19.02,19.1
64,19.1,19.18,19.1,19.17
65,19.17,19.17,19.0,19.04
66,19.04,19.04,19.03,19.04
67,19.04,19.27,19.04,19.27
68,19.27,19.27,19.15,19.15
69,19.15,19.33,19.15,19.33
70,19.33,19.33,19.25,19.25
71,19.25,19.44,19.25,19.44
72,19.44,19.53,19.44,19.51
73,19.51,19.51,19.48,19.5
74,19.5,19.88,19.5,19.88
75,19.88,19.88,19.77,19.77
76,19.77,19.77,19.67,19.7
77,19.7,19.7,19.56,19.56
78,19.56,19.56,19.54,19.56
79,19.56,19.73,19.56,19.73
80,19.73,19.73,19.5,19.5
81,19.5,19.5,19.36,19.36
82,19.36,19.44,19.36,19.44
83,19.44,19.44,19.36,19.36
84,19.36,19.51,19.36,19.48
85,19.48,19.49,19.48,19.49
86,19.49,19.49,19.32,19.37
87,19.37,19.37,19.25,19.26
88,19.26,19.31,19.26,19.31
89,19.31,19.31,19.15,19.18
90,19.18,19.22,19.18,19.19
91,19.19,19.19,19.18,19.18
92,19.18,19.33,19.18,19.33
93,19.33,19.33,19.28,19.31
94,19.31,19.43,19.31,19.43
95,19.43,19.9,19.43,19.9
96,19.9,19.9,19.86,19.9
97,19.9,20.11,19.9,20.1
98,20.1,20.45,20.1,20.43
99,20.43,20.51,20.43,20.51
100,20.51,20.66,20.51,20.63
101,20.63,20.63,20.46,20.46
102,20.46,20.46,20.37,20.4
103,20.4,20.4,20.28,20.31
104,20.31,20.34,20.31,20.34
105,20.34,20.55,20.34,20.55
106,20.55,20.65,20.55,20.65
107,20.65,20.73,20.65,20.73
108,20.73,20.73,20.47,20.53
109,20.53,20.53,20.34,20.34
110,20.34,20.54,20.34,20.54
111,20.54,20.6,20.54,20.58
112,20.58,20.65,20.58,20.65
113,20.65,21.27,20.65,21.24
114,21.24,21.33,21.24,21.3
115,21.3,21.4,21.3,21.34
116,21.34,21.34,21.2,21.2
117,21.2,21.47,21.2,21.47
118,21.47,21.47,21.17,21.17
119,21.17,21.17,20.94,20.94
120,20.94,21.25,20.94,21.23
121,21.23,21.47,21.23,21.47
122,21.47,21.82,21.47,21.79
123,21.79,21.79,21.54,21.57
124,21.57,21.57,21.51,21.53
125,21.53,21.53,20.97,21.03
126,21.03,21.08,21.03,21.08
127,21.08,21.08,20.72,20.78
128,20.78,20.78,20.54,20.54
129,20.54,20.69,20.54,20.68
130,20.68,20.68,20.38,20.38
131,20.38,20.63,20.38,20.57
132,20.57,20.57,20.12,20.12
133,20.12,20.61,20.12,20.58
